@relation 'AllIssues_rxjava-weka.filters.unsupervised.attribute.Remove-R2-3,7,11-12'

@attribute id numeric
@attribute title string
@attribute body string
@attribute commentsBodies string
@attribute repo {RxJava}
@attribute isPullRequest {false,true}
@attribute isLabeled {false,true}
@attribute 'Label bug' {false,true}

@data
15676075,'Flatten operator','This is more a request for discussion I m not sure NET s Rx has something like this but one thing I miss in RxJava is an operator to flatten an Observable List T to Observable T As far as I can tell this currently requires one to write somewhat clunky code using flatMap Observable from toList flatMap new Func1 List Observable @Override public Observable call List list return Observable from list i e there seems to be no standard reverse operation for toList Is this something you would deem worth having in the library itself It would simplify the above call to Observable from toList flatten','It looks a bit similar to the switch operator on Observable That takes Observable Observable T and turns it into Observable T But perhaps a new operator which enumerates entries from an Observable Collection T is not such a bad idea Not only would this be the reverse operation of toList it would also be a reverse operation for the buffer operation which buffers incoming elements into lists of elements which are then propagated Note that this does have some limitations To me Observable from toList flatten seems impossible The flatten operator should only be available usable for Observables which produce Collections of elements and not for Observables which produce non Collection objects The only usable syntax I can come up with is Observable flatten Observable from toList Note that this does have some limitations To me Observable from toList flatten seems impossible The flatten operator should only be available usable for Observables which produce Collections of elements and not for Observables which produce non Collection objects that s a good point actually didn t think about this If we can t have the extra readability by flatten being an instance method it might even suffice to have a flatten Func1 for now which could be used like this have to check if T could actually be inferred by Java here Observable from 1 2 3 toList flatMap Functions flatten This is not much longer doesn t read much worse and would have the benefit of not impacting the Observable class interface I don t have much opinion on the syntax but I d find this useful I end up doing this operation on the result of toSortedList to switch back to an observable sequence and continue processing Dave On Tuesday June 18 2013 Matthias K ppler wrote Note that this does have some limitations To me Observable from toList flatten seems impossible The flatten operator should only be available usable for Observables which produce Collections of elements and not for Observables which produce non Collection objects that s a good point actually didn t think about this If we can t have the extra readability by flatten being an instance method it might even suffice to have a flatten Func1 for now which could be used like this have to check if T could actually be inferred by Java here Observable from 1 2 3 toList flatMap Functions flatten This is not much longer doesn t read much worse and would have the benefit of not impacting the Observable class interface Reply to this email directly or view it on GitHub https github com Netflix RxJava issues 295#issuecomment 19610646 Here is how to flatten IObservable int to IObservable int in NET c# var observable Observable Return new 1 2 3 4 5 observable IObservable int observable SelectMany x x returns Observable int Subscribe Console WriteLine Here is the SelectMany operator being used c# public static IObservable TResult SelectMany TSource TResult this IObservable TSource source Func TSource IEnumerable TResult selector Can anyone see a way of doing this that is type safe Perhaps flatten Class type is the only way to do it so that we pass in the type that it should return If it can t cast everything to that then it would onError a ClassCastException Perhaps flatten could exist but would have to emit Observable Object I m slightly confused by this discussion and I m not sure if everyone is talking about the same thing But I think @benjchristensen you re looking for something like this java in Observable java public static T Observable T flatten Observable extends List extends T source Func1 List extends T Observable T f new Func1 List extends T Observable T public Observable T call List extends T t1 return Observable from t1 return Observable concat source map f in some test file @Test public void testFlattenFromList Observable List Integer o Observable from Arrays asList 1 2 Arrays asList 3 4 Arrays asList 5 6 for Integer i flatten o toBlockingObservable toIterable System out println i Yes this looks straightforward Rx NET has a SelectMany overload http msdn microsoft com en us library hh211809 aspx for this kind of operation I think using a List is too strong type here maybe an Iteratable will suffice With new lift operation on Observables it s quite easy to create flatten operator I ve created something like this public static class ListToItemsOperator T implements Operator T Iterable T @Override public Subscriber super Iterable T call final Subscriber super T child return new Subscriber Iterable T child @Override public void onCompleted child onCompleted @Override public void onError Throwable e child onError e @Override public void onNext Iterable T list for T t list if child isUnsubscribed break try child onNext t catch Exception e onError OnErrorThrowable addValueAsLastCause e t return Usage Observable List Integer listObs Observable from Arrays asList 1 2 3 4 5 6 toList listObs lift new ListToItemsOperator Integer subscribe DumpObs make listObs lift new ListToItemsOperator Integer take 2 subscribe Dump Obs make I m not sure how good is that code but it looks doable with type safety so It might be good moment to add it do core operators That works well to pull in via lift because you can provide the correctly typed implementation for the Observable you re working on but it can t be put on Observable as an instance method unless we do casting and blow up if invalid since that only works when T is Iterable T i e Observable Iterable T and an Observable can be anything It could be done as a static Observable flatten Observable Iterable T o as @samuelgruetter mentions above but then we d need many different overloads of flatten and that doesn t work with the chaining pattern that is wanted In short Java doesn t allow conditional extension methods on a class based on its generic type so a flatten instance method can t be typed to Iterable T or Iterable Iterable T or other such variants It will always only receive whatever T is Sure we shouldn t force to add that to Observable I was rather thinking to expand rx operators package with FlattenOperator Since this implementation is immutable we might might have single instance of this operator to slightly reduce objects creation Other notable places where we ve done this are MathObservable and StringObservable The contradiction is the that dematerialize is an instance method on Observable T when it should only exist on instances Observable Notification T We could go crazy with the overloads to make things type safe class Observable T NotificationObservable T materialize Observable R map Func1 T R NotificationObservable R map Func1 T Notification R a billion methods later class NotificationObservable T extends Observable Notification T Observable T dematerialize just in case someone materializes a materialized Observable turtles all the way down NotificationNotificationObservable T materialize class NotificationNotificationObservable T extends NotificationObservable Notification T NotificationObservable T dematerialize ok that was a silly idea Yes dematerialize is the counter example where we do casting an throw an error if the type is not a Notification I was rather thinking to expand rx operators package with FlattenOperator We have yet to start exposing custom operators for use via lift like this and the rx operators package is not the right place since those are internal implementations and can change at any time Originally from https github com Netflix RxJava issues 1408 by @ccmtaylor In my code I often make API calls that return Observable Iterable T and then I want to process each element of the returned collection To do this I keep having to write something like java moviesService listMovies flatMap movies Observable from movies map movie doSomethingWith movie In Java 8 scala this isn t too bad but with Java 7 Android syntax the flatMap call is not pretty Since we can t add a flatten instance method that only applies to Observable Iterable T in java I see two solutions 1 Add Observable T flatten Observable Iterable T obs to rx Observable java Observable flatten moviesService listMovies map movie doSomethingWith movie 2 Add Func1 Iterable T Observable T flatten to rx functions Functions java moviesService listMovies flatMap Functions Movie flatten because Java can t figure out the generics map movie doSomethingWith movie As this discussion continues some items to keep in mind If we re going to have a collection of static functions we need a set of conventions that let it scale well and not become just a random catch all This is why I am not okay yet with just adding Functions flatten This is why so far we have put things like this in separate contrib modules where they are optionally brought in as desired for example the StringObservable Optimizing for languages without lambdas is not necessarily a reason to do something Whatever we do we re stuck with for a very long time Note that here you can use mergeMapIterator https github com Netflix RxJava wiki Transforming Observables#mergemap and mergemapiterable That said I agree with Ben it is painful that Java has no extension methods so it becomes either or the saving grace mmm is that static methods do not need a receiver it is less ugly to write f xs than FooBar f xs but of course you just want to write xs f',RxJava,false,false,false
15945954,'Observer#onError should use Throwable','current signature https github com Netflix RxJava blob master rxjava core src main java rx Observer java#L45 uses Exception instead lets use Throwable','Throwable only has 2 sub classes Error and Exception and generally the convention is to not catch Error An Error is a subclass of Throwable that indicates serious problems that a reasonable application should not try to catch http docs oracle com javase 6 docs api java lang Error html Thus all application Exceptions capable of being handled should extend from Exception not Throwable or Error This was the reasoning behind not using Throwable What are the use cases in which we should be catching and passing Error via Observer#onError and thus require Throwable as the signature Also of note this is a breaking change not a deal breaker since we are pre 1 0 but it s a factor theoretically speaking you are right one practical use case would be when I want to allow observer to react to OOME as a way to preserve jvm when OOME is not really that bad there are cases when it is OK for large block heap allocations to fail with OOME for a given large object which affects only given object execution path and is not detrimental the rest of the JVM I have handled that use case before years ago when working on search engines where it made sense to catch OOME However I d suggest that is an edge case that should be caught by the specific code and turned into an Exception or RuntimeException before being thrown to other code to handle Developers should not be expected to handle an Error including an OOME as they wouldn t know it could be handled Here is an example of what I d suggest to comply with the principle of not throwing Error for developers to handle while still handling the OOME for this edge case groovy return Observable create new Func1 Observer String Subscription def Subscription call Observer String observer try allocate memory observer onNext some value observer onCompleted catch OutOfMemoryError e observer onError new RuntimeException Recoverable OutOfMemory on optional return Subscriptions empty I agree with the general sentiment that Error isn t something you recover from as part of your business logic but rather a fundamental flaw in app execution usually due to developer failure think divide by zero That said I don t think onError should take a Throwable One problem we ran into however was that throwing Error s such as AssertionError in an observable scheduled on a background thread didn t terminate the app It would simply continue to execute in what I guess can only be called undefined state I am not sure yet whether this is something particular about our app or RxJava My 2p on the issue If there s a chance of user code being in the stack leading to onError then we should prefer Throwable as devs can and do raise AssertionErrors intentionally or unintentionally Other reasons to prefer Throwable is that the cause of any exception is a throwable Apis that try to coerce to exception often wrap throwables sometimes incorrectly just to handle exception getCause This implies that those using or maintaining the system need to carefully review all try catch blocks before they know that onError will in fact be called and not just propagate stuff and leave them hanging While there are still cases onError won t be called due to JVM crash etc I think it is still an advantage It is possible that Observer writers could be turned off due to throwable This could be good or bad I see this as hey you really should pay attention Those who insist they don t like to receive throwable can punt using or making utilities such as propagate http docs guava libraries googlecode com git javadoc com google common base Throwables html#propagateIfInstanceOf java lang Throwable java lang Class Summary is that if we allow onError to receive a throwable we are being more honest to the observer about their failures It will be called more often for example it can accept an Error or would be called with less wrapped things The try blocks maintaining the stack until onError are simpler and can directly correspond to exception getCause The benefits of onError Throwable are worth it One thing to clarify here is that whether or not to send a throwable signal to the observer is a different issue than whether the code managing the observer propagates errors If we decide to notify observers when an error or any other throwable caused their request to cease this doesn t imply we are swallowing errors in the RXjava code that calls onError if that makes sense I m strongly against catching Error s A library shouldn t encourage or even tolerate that its users use Error s in a wrong way sticking to Oracle s definition here In all normal use cases I wouldn t want to handle any errors in onError which makes the name a bit strange admittedly Also calling onError for an Error and at the same time rethrowing it would be confusing imho @jmhofer onError is basically a message It doesn t imply the receiver should propagate it It only informs them what happened right Choosing to restrict onError from accepting throwable is a choice to not know why or if your observer was cancelled I can t side with that wrt Also calling onError for an Error and at the same time rethrowing it would be confusing imho It isn t confusing if we understand onError is a signal Without a callback the observer could block forever wait some timeout etc as they were not informed they will never complete The Observable can certainly raise an error after signaling its observers I don t see a disconnect if we agree on the intent of onError I agree that raising the error after signaling is better than swallowing it Still wouldn t want to handle what basically comes down to a developer s error in onError though @jmhofer do you mean stick to traditional single method observer and don t have an onError callback hence no discussion about it @adriancole No I just think that onError should keep signalling exceptions not errors as it does right now there s several examples of where Throwable is validly sent to callers even defined by Oracle 1 and former JCP members 2 I ll defer to Ben for the final decision but I am obviously not in favor of status quo and wouldn t want to be a consumer of it with this in mind 1 http docs oracle com javaee 7 api javax websocket Endpoint html#onError javax websocket Session java lang Throwable 2 https github com square retrofit blob master retrofit src main java retrofit RestAdapter java catch Throwable t throw RetrofitError unexpectedError url t If we wished to keep the interface and avoid the error made me hang forever problem we could update the javadoc and impl such that onCompleted will also be called on an Error admittedly a confusing compromise Possibly dead horse at this point but every current java async web callback chose throwable not exception for error signals If we chose to retain Exception as opposed to Throwable converting to or from these interfaces will be lossy Servlet 3 0 AsyncListener http docs oracle com javaee 6 api javax servlet AsyncListener html JAX RS 2 0 InvocationCallback https jax rs spec java net nonav 2 0 apidocs javax ws rs client InvocationCallback html Websocket Endpoint http docs oracle com javaee 7 api javax websocket package summary html Those are some very strong arguments and I m mostly convinced that it s worth changing to Throwable I still don t think Error s should be handled most of the time but I agree that wrapping an Observable around something that throws a Throwable is very awkward if onError only supports Exception as that means contrived Exceptions wrapping Throwable or they are thrown from somewhere else and could leave the Observable Observer permanently blocked waiting on a terminal state To adopt onError Throwable means a breaking change but version 0 10 0 is a good time for this since we re changing the builds significantly and requiring people to change their build target from rxjava core to rxjava as part of it and that s why we re still not at version 1 x I don t like however that onErrorResumeNext will now start handling Throwable and Error not just Exception Perhaps we should create a new onExceptionResumeNext that should be what people normally use I d love to make onErrorResumeNext be that way but the naming is wrong so onErrorResumeNext needs to receive all errors passed by onError which means Throwable whereas onExceptionResumeNext could catch only Exception and allow Throwable Error past What other implications are there if we proceed with this change Anyone have further thoughts on this issue particularly the use cases I explained in my last comment regarding onErrorResumeNext and onExceptionResumeNext sounds like a good idea using only one onExceptionResumeNext @Andrei Pozolotin @adriancole @jmhofer @mttkay @michaeldejong @mairbek I have submitted a pull request https github com Netflix RxJava pull 315 with the breaking change of onError Exception to onError Throwable based on the discussion in this issue I would appreciate your review and confirmation before I proceed I would like to merge and release within 24 hours if possible',RxJava,false,false,false
15990587,'Remove unit tests from distribution JAR','Embedded unit tests make up 50 of the rxjava core JAR size Factoring these out into a separate source tree would allow for a more manageable library size for distribution in size constrained applications Removing the unit tests from the JAR dropped the size from 600K to 315K','1 I noticed a line that was put in comments which excluded unit tests in the build gradle https github com Netflix RxJava blob master rxjava core build gradle I do know that there are unit tests residing in src main java so you would need to move those first The unit tests are internal classes of the objects they test Separating them out would eliminate the junit and mockito dependencies in the core source Indeed Some very good points in that article The one problematic unforeseen consequence that I currently see is that the Scala compiler actually checks for the existence of those internal classes In contrast to Java It doesn t allow them to just be absent even if they re not used anywhere This means that the idea of simply removing all those inner test classes during packaging doesn t work anymore for any libraries that want to be usable in Scala which is a pity This was also discussed at https groups google com forum # topic rxjava b4DYjvUTazI For Android specifically is it not common to use tools such as Proguard http proguard sourceforge net index html and http developer android com tools help proguard html to reduce jars to only include classes used by an app I have been told that is the case but I don t developer for Android so can t speak to this Unfortunately due to Groovy Scala and possibly other languages the general solution of stripping the UnitTest classes before creating the jar has been disabled otherwise the issue of Jar file size would not exist At this time however the intent is to leave things as they are What dependencies They are provided and not runtime RxJava has 0 dependencies beyond the JVM and is a single jar library You re right I missed this thing about provided dependencies Then checked my own build and found no unit test dependencies understood the idea and removed my comment Sorry about that It s okay it s what I get for doing something unconventional',RxJava,false,false,false
16136609,'LINQ Stream','Hi Will this add LINQ like functionality in the future This is one thing that makes NET Rx very attractive Suminda','We have no intention of attempting to create a DSL in Java as the language does not afford those capabilities If someone wanted to pursue it in a different language such as Groovy Scala or Clojure it could be a great contrib module https github com Netflix RxJava tree master rxjava contrib',RxJava,false,false,false
16334472,'OperationToObservableIterable should call onError','It seems a bit odd that the OperationToObservableIterable class doesn t catch exceptions and call onError All of the other wrappers at that level catch exceptions and call onError It seems to break the contract of what happens when you pump a value into an observer In my use case I am trying to test error handling by returning badly formatted data with Observable just badResponseObject and the exception was bubbling out of the call and none of the onError cases were being executed Perhaps I am missing something','Not sure how I missed responding to this can you provide a unit test to demonstrate the issue Anyone able to replicate this This test succeeds due to the fact that Observable subscribe catches the exception from the immediate iteration of the source sequence java @Test public void testFailOnNext Observable Integer source Observable create toObservableIterable Arrays asList 1 2 3 @SuppressWarnings unchecked final Observer Object observer mock Observer class Observer Integer failer new Observer Integer @Override public void onNext Integer args if args 1 throw new RuntimeException Forced failure observer onNext args @Override public void onError Throwable e observer onError e @Override public void onCompleted observer onCompleted source subscribe failer verify observer times 1 onNext 1 verify observer times 1 onError any RuntimeException class verify observer never onCompleted But when moved to another thread via observeOn the exception is just swallowed by the threadpool It is not a problem with the toObservableIterable but with the observeOn not expecting not accept observer to throw java @Test public void testFailOnNextScheduled throws InterruptedException Observable Integer source Observable create toObservableIterable Arrays asList 1 2 3 observeOn Schedulers threadPoolForComputation @SuppressWarnings unchecked final Observer Object observer mock Observer class Observer Integer failer new Observer Integer @Override public void onNext Integer args if args 1 throw new RuntimeException Forced failure observer onNext args @Override public void onError Throwable e observer onError e @Override public void onCompleted observer onCompleted source subscribe failer Thread sleep 1000 verify observer times 1 onNext 1 verify observer times 1 onError any RuntimeException class verify observer never onCompleted No response on this in 6 months so closing out re open if still an issue Many improvements occurred related to error handling in that time This test is passing now java @Test public void testFailOnNextScheduled throws InterruptedException Observable Integer source Observable from Arrays asList 1 2 3 observeOn Schedulers computation @SuppressWarnings unchecked final Observer Object observer mock Observer class Observer Integer failer new Observer Integer @Override public void onNext Integer args if args 1 throw new RuntimeException Forced failure observer onNext args @Override public void onError Throwable e observer onError e @Override public void onCompleted observer onCompleted source subscribe failer Thread sleep 1000 verify observer times 1 onNext 1 verify observer times 1 onError any RuntimeException class verify observer never onCompleted',RxJava,false,false,false
16353704,'Type safety in rxjava core dynamic language support via compile time code generation and Scala support via implicits','Implementation of ideas here https groups google com forum # topic rxjava g6Z9KyMM8zs This addresses #204 and #208','RxJava pull requests #171 https netflixoss ci cloudbees com job RxJava pull requests 171 ABORTED Manually merging in https github com Netflix RxJava pull 304 since it had conflicts with 0 9 1 changes',RxJava,true,false,false
16357762,'Implementation of mapManyDelayError','There is already a documentation of mapManyDelayError but I can t find an implementation I would like to use mapManyDelayError in a project If there is no implementation yet I may contribute it','Sounds like a good idea Renamed from mapManyDelayError to flatMapDelayError as we removed mapMany naming conventions Closing out due to inactivity If wanted please re open',RxJava,false,false,false
16381003,'Update Observable isInternalImplementation get rid of NullPointerExcept','ion NullPointerException has been encountered during my tests It is because java lang Class getPackage may return null if no package information is available from the archive or codebase documented feature','RxJava pull requests #172 https netflixoss ci cloudbees com job RxJava pull requests 172 FAILURE Looks like there s a problem with this pull request Thanks',RxJava,true,false,false
16420095,'Pull 267 Merge combineLatest','Spent some time reviewing it and it seems good Any bugs can be dealt with as people start playing with it instead of me holding this up as a pull request any longer since this exposes combineLatest in Observable for I believe the first time and is thus a low risk to breaking any existing users','RxJava pull requests #173 https netflixoss ci cloudbees com job RxJava pull requests 173 SUCCESS This pull request looks good I noticed there is no marble diagram in the documentation I find these extremely helpful to understand how an operator works Is combineLatest different from zip only in how events are timed It looks like it accomplishes something very similar It s different in that it doesn t keep the sources synced How do you create those diagrams I d draw one if I knew how There s a marble diagram for combineLatest at https github com Netflix RxJava wiki Combining Observables#combinelatest and it should also be in the javadocs as of the next release On Sat Jul 20 2013 at 1 37 AM Joachim Hofer notifications@github com wrote It s different in that it doesn t keep the sources synced How do you create those diagrams I d draw one if I knew how Reply to this email directly or view it on GitHub https github com Netflix RxJava pull 303#issuecomment 21290348 Thanks that clarifies it a lot',RxJava,true,false,false
16422986,'Version 0 10 0 Static Language Support','Manual merge of pull https github com Netflix RxJava pull 300 from @mattrjacobs This will make RxJava completely static by removing all Object overloads see https github com Netflix RxJava issues 208 and https github com Netflix RxJava issues 204 I m submitting this before it being 100 ready so people can review and provide feedback Open items to append to this pull request before merging 1 subscribe with map is not handled yet The following signature needs to be made static Right now the lack of this combined with removal of Functions from dynamic language functionality has broken this java public Subscription subscribe final Map String Object callbacks 2 Core artifact naming convention Should rxjava core x y x jar become rxjava x y z jar since the concept of core language no longer applies I think I d prefer this rxjava x y z jar rxjava groovy x y z jar rxjava clojure x y z jar rxjava scala x y z jar rxjava jruby x y z jar rxjava kotlin x y z jar rxjava dynamic x y z jar object overload for any language rxjava groovy clojure x y z jar multi language jar Only one of those jars is needed hence the reason why I think the core term is no longer needed as it communicated the fact it was always needed Any contrib modules would be rxjava contrib module name x y x jar 3 Dependencies from languages to core still exist The build still will result in Maven Central POM files requires rxjava core from the language version despite that not being the case Need to eliminate this dependency in the artifact Implementation notes originally posted at https github com Netflix RxJava issues 204#issuecomment 20396621 After implementing and throwing away a few different approaches we have landed on a solution we feel will balance the various competing priorities Our goals are support static typing for Java Scala Kotlin etc by removing the Object overloads support any JVM language static or dynamically typed allow all languages to use the same rx Observable class so that we don t divide libraries with helpers such as GroovyObservable ClojureObservable etc that then need to be converted back and forth when doing interop do not require special classloaders or agents to enable runtime bytecode generation do not remove static operators to enable proxying small jars and limited or no dependencies The solution we have arrived at will work as follows The rxjava core source code will delete all Object overload methods and be pure static java Any language that supports functional interfaces directly such as Java 8 and XTend can use the Java core version directly Languages needing specific lambda clojure type mapping to the Func Action types will have language specific Jars created via build time bytecode generation Any method with a Func Action argument will be overloaded with a version supporting the language requirements For example The default Java version java public static T Observable T filter Observable T that Func1 T Boolean predicate A Groovy version java public static T Observable T filter Observable T that groovy lang Closure predicate A jar per language will be created as follows rxjava x y z jar rxjava groovy x y z jar rxjava clojure x y z jar rxjava scala x y z jar rxjava jruby x y z jar rxjava kotlin x y z jar A project will include just the jar that meets their language needs there will no longer be a core jar plus the language adaptor The drawback of this is that mixing two of these in a classpath will result in non deterministic loading whichever is loaded last wins and that is the version that will be used This means if a library depends on rxjava jar but is using Groovy and needs rxjava groovy jar it is up to the developer of that project to make sure they have only the rxjava groovy jar version This is not ideal but is a one time pain setting up a build and is better than the constant pain of missing static typing or converting to from different Observable implementations for different languages At this time we are optimizing for projects using a single language or Java another language If there are use cases where people are trying to mix multiple languages in a very polyglot manner we have two options include an rxjava dynamic jar version that re adds the Object overloads include build configs for common combinations of languages such as rxjava groovy clojure jar Language adaptations such as clojure which has preferred idioms that necessitate wrapping will still be possible through the language adaptor projects and be included in the appropriate language jars This should not break any code but will require a slight change to the build dependencies in your project when we release this We hope that this enables the RxJava project to better achieve its goal of being polyglot and targeting the JVM in general and not any specific languages without sacrificing interop or idiomatic usage in each of the languages','RxJava pull requests #174 https netflixoss ci cloudbees com job RxJava pull requests 174 SUCCESS This pull request looks good 1 I don t think I follow your point about making the subscribe Map String Object method static Wouldn t that break all existing scripts that use this method Could we add a subscribe Map String Closure or subscribe Map String IFn variant in the dynamic JARs That would also suggest tightening up the core signature to subscribe Map String Function 2 This naming convention makes sense to me I will change rxjava core to rxjava in the artifact name at least I think I will leave the directory rxjava core alone since it makes more sense there and IMO it would be confusing to have a dir like RxJava rxjava I don t plan on bringing rxjava kotlin along with this pull request but I can review #292 to help fit that into the 0 10 world 3 I think I understand this though I m already at the edge of my Gradle ability If I m understanding this correctly we should not change the build steps for a project we just need to change the generated Maven POM That makes sense I ll figure out a way to accomplish that Looks good all in all I ll try this out with my Scala sample as soon as possible Thanks for the awesome work Thanks @jmhofer for stepping in to test out these changes @mattrjacobs Answers to your questions 1 subscribe Map If we leave the Map String Object then the Functions from capability needs to keep working The other option is we change that to be Map String Function as you suggest and then auto generate the versions for each language 2 Thanks and agreed on the directory name but that can change if we want in the future without impacting the artifact name once you set the name 3 Maven POM I think the simplest solution is just not have any compile dependencies only provided I believe your Gradle scripts just need to adjust to include provided dependencies not just compile runtime dependencies and then it will work I would not try messing with POM files directly If something is specified as provided then it is used for compilation but not included in the POM when pushed to Maven Central RxJava pull requests #175 https netflixoss ci cloudbees com job RxJava pull requests 175 SUCCESS This pull request looks good RxJava pull requests #176 https netflixoss ci cloudbees com job RxJava pull requests 176 FAILURE Looks like there s a problem with this pull request RxJava pull requests #177 https netflixoss ci cloudbees com job RxJava pull requests 177 SUCCESS This pull request looks good Currently if you publish RxJava to your local Maven repo you ll find that the rxjava scala and rxjava swing POMs include a dependency on rxjava core which doesn t exist anymore as a module as it was renamed to rxjava Unfortunately I don t know enough about Gradle to be able to fix this My guess would be that it s not enough to set the baseName of the JAR to just rxjava There should be a way to tell gradle that the module is called rxjava even though the directory is called rxjava core Here s another problem Excluding UnitTest from JARs that might be included by Scala will cause the Scala compiler to crash with a Typer error because it expects defined inner classes to exist This means that at least in rxjava swing the exclude can t be done I ve created a mini PR against the unit test problem here https github com benjchristensen RxJava pull 1 I got my little sample https github com jmhofer rxjava samples working with this PR The code itself was very easy to adapt The implicits seem to be working fine One small thing I noticed The very long names of the implicits are a bit distracting imho Should I want to use one of these functions explicitly I d prefer shorter names like simply func1 instead of scalaFunction1ToRxFunc1 for example Responses to @jmhofer 1 POM references to rxjava core In the Scala case I prefer including all of the core Rx classes directly in the rxjava scala jar so that there is no dependency at all This avoids the problem entirely For rxjava swing I ll work on the Gradle side to make the reference correct This might take the form of changing the reference or actually changing the name of rxjava core to rxjava we ll see how friendly Gradle is 2 Excluding inner classes I ve also come across the Scala compiler error on Classfile parsing with excluded inner classes At the moment unit tests exist in rxjava core jar and rxjava scala jar only Going forward rxjava core These unit tests only exist so that rxjava scala can be built I will exclude them add a new unfilteredJar Gradle task and build rxjava scala off of unfilteredJar rxjava scala I will continue to include UnitTests since it s pretty likely that Scala projects are consuming this rxjava swing I hadn t considered the case of Scala consuming this but you re obviously right For now I ll err on the side of caution and unilaterally add the UnitTests back to the jar At some later point we might want to re examine rxjava swing scala jar rxjava swing filtered jar But adding them back is the safe thing to do Your PR is exactly what I will do thanks for that 3 Implicit names In my experience it s rare that I call implicit conversions by name but I can see your point My only concern is ambiguous namings Would changing scalaFunction1ToRxFunc1 to toRxFunc1 and other similar naming changes be satisfying Responses to @jmhofer 1 POM references to rxjava core In the Scala case I prefer including all of the core Rx classes directly in the rxjava scala jar so that there is no dependency at all This avoids the problem entirely For rxjava swing I ll work on the Gradle side to make the reference correct This might take the form of changing the reference or actually changing the name of rxjava core to rxjava we ll see how friendly Gradle is 2 Excluding inner classes I ve also come across the Scala compiler error on Classfile parsing with excluded inner classes At the moment unit tests exist in rxjava core jar and rxjava scala jar only Going forward rxjava core These unit tests only exist so that rxjava scala can be built I will exclude them add a new unfilteredJar Gradle task and build rxjava scala off of unfilteredJar rxjava scala I will continue to include UnitTests since it s pretty likely that Scala projects are consuming this rxjava swing I hadn t considered the case of Scala consuming this but you re obviously right For now I ll err on the side of caution and unilaterally add the UnitTests back to the jar At some later point we might want to re examine rxjava swing scala jar rxjava swing filtered jar But adding them back is the safe thing to do Your PR is exactly what I will do thanks for that 3 Implicit names In my experience it s rare that I call implicit conversions by name but I can see your point My only concern is ambiguous namings Would changing scalaFunction1ToRxFunc1 to toRxFunc1 and other similar naming changes be satisfying @mattrjacobs All your suggestions seem sensible to me Concerning implicit naming It may be relatively rare however using the implicits often leads to your having to specify the parameter types of the closures being implicitely converted which can be more verbose and confusing than making the conversion explicit and then being able to shorten the closure syntax Names like toRxFunc1 are ok with me not too long and still unambiguous sounds like a good compromise RxJava pull requests #181 https netflixoss ci cloudbees com job RxJava pull requests 181 SUCCESS This pull request looks good RxJava pull requests #182 https netflixoss ci cloudbees com job RxJava pull requests 182 SUCCESS This pull request looks good RxJava pull requests #183 https netflixoss ci cloudbees com job RxJava pull requests 183 SUCCESS This pull request looks good RxJava pull requests #188 https netflixoss ci cloudbees com job RxJava pull requests 188 FAILURE Looks like there s a problem with this pull request Replaced by https github com Netflix RxJava pull 319',RxJava,true,false,false
16472825,'Getting rid of one of the Gradle 1 6 deprecation warnings','This PR addresses one of Gradle s new deprecation warnings The other warning is caused by the LicensePlugin as far as I can see','RxJava pull requests #178 https netflixoss ci cloudbees com job RxJava pull requests 178 SUCCESS This pull request looks good Thanks @jmhofer',RxJava,true,false,false
16570150,'issue with onErrorResumeNextFunction and async Observable','This may be a problem with MapObserver or OnErrorResumeXXX and is probably related to https github com Netflix RxJava issues 216 If the function returned by OnErrorResumeXXX returns an async Observable then there is some unpredictable behavior with operators eg Map that rely on the AtomicObserver to generate a valid event stream I ve created a UnitTest below to demonstrate the problem java @Test public void testMapError Observable String observable Observable from one error two three Observable String m Observable create map observable new Func1 String String @Override public String call String in if error equals in throw new RuntimeException Simulated error return in Add error handler m m onErrorResumeNext new Func1 Exception Observable String public Observable String call Exception e return createSlowSequence new String II III m subscribe stringObserver verify stringObserver times 1 onNext one Should be caught be OnErrorResumeNext verify stringObserver never onError any Exception class verify stringObserver never onNext error verify stringObserver never onNext two verify stringObserver never onNext three Resume output verify stringObserver times 1 onNext II verify stringObserver times 1 onNext III verify stringObserver times 1 onCompleted private Observable String createSlowSequence final String seq return Observable create new Func1 Observer String Subscription public Subscription call final Observer String ob new Thread Delay for a given time public void waitFor int ms try Thread sleep ms catch InterruptedException e Slowly emit a sequence public void run for int i 0 i seq length i waitFor 100 ob onNext seq i ob onCompleted start return Subscriptions empty There are two issues I see causing the problem so two potential fixes 1 MapObserver continues to emit onNext onCompleted even after it has emitted onError This pushes the problem downstream 2 OnErrorResumeNext continues to propogate onNext onCompleted even after it has subscribed the Observer s to the resume Observable This means that if the resume Observable is async OnErrorResumeNext will emit one more onNext and potentially onCompleted from the source Observable unless the resume Observable completes It could also trigger multiple subscriptions if the MapObserver produced another onError _A side note here is that the AtomicObserver fixes this issue if the resume Observable is sync because it ignores the source Observable events after the resume Observable has completed This effectively masks the problem in the OnErrorResumeNext unit test Perhaps the unit tests should disable this behavior or detect it via a plugin _','',RxJava,false,false,false
